AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI,TC,PC,PS,AI_c,PC_c,AIxPC
3.0825576866,2.8924926093,3.3042842616,2.8351601492,2.3754261070,3.0383310666,3.1033320822,2.1044381307,2.7173642805,2.3568090354,3.9213741288,3.1600757423,4.1273847127,2.8052966789,3.2202435982,4.3963278412,4.5055419918,2.8569993647,3.0518312519,3.6711978988,3.5496065620,2.8979841627,2.6640549191,3.4468749722,3.6719174851,-0.8920158373,0.2568749722,-0.2291365434
4.4164547185,4.3946953532,3.5630817250,3.4769519209,5.2209069029,4.2004055228,3.4953552221,4.0362654734,3.6041307617,3.8477985910,1.8250907141,1.8388483653,2.3534237968,2.5781237135,2.3082987371,4.1634204671,5.1133465591,5.1148378650,5.8636774828,5.0488302830,5.0070113413,4.2144181241,3.8367911142,2.1807570654,5.0518539997,0.4244181241,-1.0092429346,-0.4283409931
3.5436543512,3.8807145871,2.9043913722,2.8411604204,4.4296422933,2.7568280563,3.4306410937,3.8898889202,2.2166147401,3.2043967212,4.6172893115,3.7843986113,3.5612671341,3.7577886371,2.7203548247,3.6900938834,3.2736491866,4.8041416848,3.1440089551,4.4440065797,3.5673971776,3.5199126048,3.0996739063,3.6882197037,3.8205495779,-0.2700873952,0.4982197037,-0.1345628620
3.2123790653,3.0414858429,4.3060143491,3.8295675100,3.3746398035,4.5342174548,4.0032761013,5.1466839704,3.6463497574,3.5924954343,3.3399794126,2.7685545410,2.9985212359,3.4796757257,2.4764989190,3.7744171343,4.0640181570,4.6304127628,5.0710702318,3.9670186629,3.5526530047,3.5528173142,4.1846045436,3.0126459668,4.1765983256,-0.2371826858,-0.1773540332,0.0420653059
4.1817913279,4.9846899045,4.9182220795,4.7207678978,4.4231879307,5.0197841584,4.1987172987,4.4353337214,5.1025353226,4.5608434246,2.9128566008,1.9824404572,2.1972519241,1.0776383351,1.6089947230,5.1169803817,5.6000022077,4.6584952629,4.5190914708,4.5300502993,4.5677170448,4.6457318281,4.6634427852,1.9558364080,4.8320561112,0.8557318281,-1.2341635920,-1.0561130667
3.7541012259,1.9760167100,3.5956823495,4.5613788067,2.7777767374,2.9935809425,3.4464309808,3.7591594692,2.7375286913,3.1973806990,1.3523686840,2.4212909995,1.3546605663,3.6941921442,2.5282615133,2.2234431175,2.7957672803,3.8843797089,2.2674617112,3.2999469022,2.8986479597,3.3329911659,3.2268161565,2.2701547814,2.8949411133,-0.4570088341,-0.9198452186,0.4203773909
3.6829536845,2.7119395084,2.9793285970,4.7314085119,3.7522766522,3.9920177078,3.3750234533,4.1499758946,3.4949323166,3.6611704787,2.9275933958,2.8931927234,3.0516210205,2.2494632169,3.3757649252,4.6200079699,5.1158553887,4.4066195449,5.2941841485,4.3993246385,5.2997802562,3.5715813908,3.7346239702,2.8995270564,4.8559619911,-0.2184186092,-0.2904729436,0.0634446964
3.5569913419,3.4132171196,1.7852203227,1.8634675170,2.4950947678,1.9030070862,3.2352557461,2.5911738439,2.5214849987,3.6485127530,3.1686627154,3.7040443737,2.1444009200,3.3579025310,3.6783004291,3.3063583263,4.4018297128,4.1487094460,4.2541759121,3.1387762692,4.5360331314,2.6227982138,2.7798868856,3.2106621938,3.9643137996,-1.1672017862,0.0206621938,-0.0241169496
5.8009091952,4.3779009183,5.7589477311,5.3821984489,6.2530275488,5.8122149935,5.2260251800,5.1517917814,5.6485944898,4.6813465152,4.3768146314,5.6879375595,3.2617721991,4.8346665983,4.2074547276,3.3991280468,3.6011850205,3.5318030639,3.9716621034,3.7947809049,3.1796363794,5.5145967685,5.3039945920,4.4737291432,3.5796992531,1.7245967685,1.2837291432,2.2139151319
4.3944569382,4.1799826135,4.2890053759,4.3173551070,4.1371006830,5.0965073687,3.2978453694,3.8116827310,3.2907632470,3.7963097861,3.2288814511,4.1504716304,5.3722169757,4.6701235353,4.4851686394,4.0771555865,3.9800902606,4.5355478818,3.8566547409,3.9875290783,4.1399115516,4.2635801435,3.8586217004,4.3813724464,4.0961481833,0.4735801435,1.1913724464,0.5642103341
2.3816766295,3.2310007550,4.4880554829,3.3520752558,3.9862967863,4.0038019695,3.1561505774,3.1304897996,3.7583720703,2.1453466766,2.8270245507,3.1302915994,3.1060064255,3.0944541125,3.3998287220,3.6744176782,3.9913452479,4.0646492404,3.2037278676,4.2258618936,3.9854300557,3.4878209819,3.2388322187,3.1115210820,3.8575719973,-0.3021790181,-0.0784789180,0.0237146824
4.3679894225,5.5640162331,5.1613220818,5.5520744884,5.2324682367,5.0643507479,4.5634325717,3.7470157781,5.5177491453,6.2053764839,3.7910518308,4.3196427995,2.8659437888,4.2985397219,3.0268073542,4.3934697298,3.6302762775,4.6077099282,4.4010278503,5.4644128284,3.6966457644,5.1755740925,5.0195849454,3.6603970990,4.3655903964,1.3855740925,0.4703970990,0.6517700336
3.2925092701,3.2122845513,3.9432346810,3.4253711379,4.1856255896,3.9782671725,2.9774329569,4.4915999226,3.1982446719,4.1370350049,3.0769673504,2.8264123994,1.1255061131,2.9368746088,3.0668175601,3.9421673628,4.0368909505,4.5714761495,3.8618698842,4.5673340330,3.7451551127,3.6118050460,3.7565159458,2.6065156064,4.1208155821,-0.1781949540,-0.5834843936,0.1039739747
3.3073125088,3.7093211894,4.0200358991,3.8851889501,3.9043254993,3.6844639483,3.2899855132,3.9061689474,3.3241264600,3.5981002975,3.3590857607,3.2156804477,4.3768047340,3.9234567656,2.1363049682,3.2556727049,4.3062929922,2.4069885874,3.0463835198,2.2084722650,3.5016985049,3.7652368093,3.5605690333,3.4022665352,3.1209180957,-0.0247631907,0.2122665352,-0.0052563967
4.9655356199,3.7620042627,3.4499235205,5.5152393261,5.6438473964,5.8502787060,4.0655918916,4.4188752667,4.2665730023,4.5709946654,4.3459315082,2.6153190786,4.8067801622,3.1775450387,3.9651547929,4.5941016488,4.7081146321,3.8126192668,3.4102635828,3.8255087831,3.3193657313,4.6673100251,4.6344627064,3.7821461161,3.9449956075,0.8773100251,0.5921461161,0.5194957240
4.5385033199,4.6339708572,3.8808866625,2.5661830456,3.8615838800,3.4112606899,4.4599760853,3.1066765732,4.0769380416,4.0440384859,2.8095830673,3.0001632321,2.4495795598,2.2634584953,2.3647214205,4.0434600619,5.0426334815,3.9500919440,4.1340774445,4.2452129188,4.6944916073,3.8962255530,3.8197779752,2.5775011550,4.3516612430,0.1062255530,-0.6124988450,-0.0650630285
4.0082262713,3.0217368102,3.0042975198,3.6472056241,2.9760115865,3.6938417844,2.8849789051,3.8207543489,3.2897795932,4.0445410982,4.2727885732,4.6726923509,2.5507623928,3.7297501288,3.8032447249,2.9403594515,3.3020030104,3.1496307002,3.1095596880,3.8843048281,3.8762875466,3.3314955624,3.5467791459,3.8058476341,3.3770242041,-0.4585044376,0.6158476341,-0.2823688731
2.4289523348,2.2040102950,2.4936813155,2.8817255587,3.5303184744,2.0999224311,2.1769088525,1.5467716562,1.8592594703,2.3716106282,4.8055204729,3.3256682253,4.2460308199,4.1309902024,4.4712792025,2.3242027543,2.2172828987,2.2288476336,1.7246587793,2.7003395421,1.7315314369,2.7077375957,2.0108946076,4.1958977846,2.1544771741,-1.0822624043,1.0058977846,-1.0886453548
4.6696379032,3.5350928874,3.6965595212,4.1815826327,3.5516858401,3.4823702961,2.8924350577,5.2759853809,2.9540415784,3.4486754187,2.8138804519,1.8688077540,3.9042450577,2.2316829273,2.8529270507,4.5445274740,4.5485407888,4.4147085813,4.2895280419,4.7284983703,4.5803583536,3.9269117569,3.6107015464,2.7343086483,4.5176936016,0.1369117569,-0.4556913517,-0.0623895036
2.4560996568,4.8128160835,3.1740052237,3.8336439878,3.6862415026,3.2393595635,2.8263831651,3.4071861091,4.2192605586,4.7091011796,3.3649704684,2.7560601067,3.0702010871,3.6564862406,3.5302916251,3.5193735125,3.4803057469,3.8194188128,3.0712802634,3.3201982588,2.4559293176,3.5925612909,3.6802581152,3.2756019056,3.2777509853,-0.1974387091,0.0856019056,-0.0169011297
4.8522444627,4.5225378162,4.8606777368,3.7503162014,4.8601703223,5.2214997593,4.4595530861,5.1016158135,3.3595203562,3.7038712461,4.9958289507,3.5305297447,3.2895737334,3.8021328369,2.0375823241,3.9671444285,3.2162386051,3.4961432355,3.5907635634,4.7913906907,3.5208135291,4.5691893079,4.3692120522,3.5311295180,3.7637490087,0.7791893079,0.3411295180,0.2658044730
2.7235321544,2.9569289773,3.5474465761,3.1146260363,3.6376926586,3.7528748810,3.2170927095,2.5300085370,2.4623051211,3.0278621022,4.8160057592,3.3963635282,4.3312703163,4.3012583220,3.9505906133,3.2808418666,2.7225454653,3.2572697151,2.8342618596,2.9565407337,2.8836446136,3.1960452805,2.9980286702,4.1590977078,2.9891840423,-0.5939547195,0.9690977078,-0.5756001572
4.4930440785,5.9313955164,4.3592410881,4.3362686686,4.4617602415,4.3556975142,4.8004585854,3.9740147360,4.2233757895,3.9667066389,3.7867569411,4.2495475798,3.3201232782,3.6929420252,3.8490770594,3.3305366215,4.1658934102,4.5394601277,2.7301356448,4.1217631108,3.4959703235,4.7163419186,4.2640506528,3.7796893768,3.7306265397,0.9263419186,0.5896893768,0.5462539887
3.6073156551,2.9639744015,3.7964031804,3.1641626216,3.4727748186,3.6382231580,3.6016609417,2.8388040255,3.6519714094,2.0488532746,1.2084482155,3.3268824263,1.9596645502,2.3253865961,1.7299680280,3.5335097185,3.3438867943,3.7989070682,3.6729141190,3.3649420709,3.5261554722,3.4009261355,3.1559025619,2.1100699632,3.5400525405,-0.3890738645,-1.0799300368,0.4201725528
2.5152156966,3.7149045749,2.1825376394,2.2190128080,3.4556614206,3.1826739493,2.8207064261,2.2355346614,2.5520335677,2.5073475661,2.1826693778,3.0272877387,3.1749587528,2.7008127775,2.1802141351,3.7434889591,3.5378786864,3.3902677950,2.3966950853,3.2506253035,3.0675246858,2.8174664279,2.6596592341,2.6531885564,3.2310800859,-0.9725335721,-0.5368114436,0.5220671508
4.3695598562,4.7941747835,5.2147383787,4.8548581467,3.9549180180,3.7037114865,4.0213841963,3.5523764860,4.1097620813,4.5487371054,3.0445033835,2.4706418180,3.7790389056,1.4318352875,2.7842517859,4.5493583649,4.0634025301,4.0495820759,3.3997679593,4.8306120563,4.0851380076,4.6376498366,3.9871942711,2.7020542361,4.1629768324,0.8476498366,-0.4879457639,-0.4136071471
4.1902051575,3.1330275055,3.8679494996,3.7868253438,3.6644248460,2.7890251148,2.5840660455,4.4022001032,3.2840176717,2.9578412797,3.6432062022,4.2131977832,3.7977608906,3.0759915000,3.8469237289,3.4916978706,3.4407797425,3.7146443340,3.5073865762,3.6141921583,3.9052156628,3.7284864705,3.2034300430,3.7154160210,3.6123193907,-0.0615135295,0.5254160210,-0.0323201939
3.4366054483,3.8437195841,4.0594421780,2.2674693124,4.5989348774,3.0321249617,3.5270189365,4.2317289386,3.9021867362,3.5894085134,3.0492474010,3.9796348787,2.7282092251,2.6184651571,2.9550414271,3.9939479989,4.8999885257,4.4662566161,4.0589177981,4.7024550634,4.0250338815,3.6412342800,3.6564936173,3.0661196178,4.3577666473,-0.1487657200,-0.1238803822,0.0184291543
3.6956830444,3.7687669648,4.1469369643,5.2604556164,5.2236877377,5.3998223337,5.0302758327,4.9209890683,5.7762453428,5.3196985812,2.5207682175,3.2028612915,3.3285187658,3.5195365343,2.8640850359,4.2525415564,5.0833363063,5.3327619266,4.4013676536,4.5389846501,4.8568359402,4.4191060656,5.2894062317,3.0871539690,4.7443046722,0.6291060656,-0.1028460310,-0.0647010619
3.6358667899,4.5817832449,4.1755278077,3.9805328922,3.4912923387,4.1154603716,4.4330201053,4.6225784409,3.6684234197,3.1148097256,2.0082076363,3.2122901780,2.4751158221,1.6789133866,2.9347081562,3.7752259507,4.1839678654,3.6479472666,3.6227817195,3.7063080837,4.6565521163,3.9730006147,3.9908584126,2.4618470358,3.9321305004,0.1830006147,-0.7281529642,-0.1332524400
3.2485635055,3.7596488665,3.5952917514,4.8769817698,2.9919387889,4.1742737525,2.7028266819,3.3365329754,3.2156980540,3.8700427502,2.3485757499,2.3996283553,3.4516328774,2.3301654727,3.2917871821,3.7533488894,3.8222887261,4.4378358780,3.1738645813,3.8837026381,3.7932723797,3.6944849364,3.4598748428,2.7643579275,3.8107188488,-0.0955150636,-0.4256420725,0.0406552296
3.9105405218,3.9373338574,4.5708057807,4.0230037460,4.2263922396,3.9256079513,3.8904998624,3.2695618509,3.3992947030,3.8096643985,3.3113715654,2.8619911711,2.4482605149,3.9557061049,2.8630189452,3.3334540278,5.2444192328,3.9826903785,4.4769898608,4.0217123181,4.9583896661,4.1336152291,3.6589257532,3.0880696603,4.3362759140,0.3436152291,-0.1019303397,-0.0350248170
2.9612544105,3.6722830427,3.2363521870,3.7137950268,4.5866034680,3.1770447852,3.6846018002,3.5698272942,3.8502384026,2.9896712194,3.7585541997,2.3199419516,3.2691499910,3.5916632120,2.6493278353,3.0092710792,2.7954146128,2.1645616570,2.3161899252,2.8210021657,2.6715948136,3.6340576270,3.4542767003,3.1177274379,2.6296723756,-0.1559423730,-0.0722725621,0.0112703548
4.4540154953,3.5886358001,3.6540230434,3.9274079207,4.2446379956,2.6718933081,3.3714497440,2.5175568511,2.9627767919,2.7007887969,3.0007627498,2.2813860213,4.1975201298,2.9542574176,2.4397893600,5.0048014240,4.6350377799,4.8516247475,4.5598000518,4.4338899452,4.9601897653,3.9737440510,2.8448930984,2.9747431357,4.7408906189,0.1837440510,-0.2152568643,-0.0395521683
3.8377346624,2.9003734945,4.1949786320,3.4977406338,2.9724864028,2.9344144140,2.8633986390,3.5223762378,3.3050158668,3.7889686951,3.5901687408,3.2210570153,3.4351749466,3.5424808414,4.0583629928,4.0172291207,5.1488618526,4.5508261767,3.3677768655,4.3911900964,4.6411847345,3.4806627651,3.2828347705,3.5694489074,4.3528448077,-0.3093372349,0.3794489074,-0.1173776758
3.2876111924,3.7216788295,3.2034645451,4.9628659938,4.3810083046,3.2524361763,3.3023863508,4.2097081390,3.9737004722,3.0532484358,5.3785395610,4.2714529546,4.7685792423,3.9083970443,3.4706304409,4.6683034786,3.6363774221,4.1888665291,3.7975865749,3.1395301551,3.0028540782,3.9113257731,3.5582959148,4.3595198486,3.7389197064,0.1213257731,1.1695198486,0.1418928998
3.7124949137,2.7975269283,1.8978782162,3.3767697792,3.2823393140,2.5042050680,3.0628446586,1.4937456445,2.3642135050,2.2708879915,2.5603515385,3.6861935948,3.0964962032,2.3990445564,3.0082520369,1.8093349168,2.3362390839,2.2560485958,2.3835801630,1.8264415519,1.0531190509,3.0134018303,2.3391793735,2.9500675860,1.9441272270,-0.7765981697,-0.2399324140,0.1863310736
2.7215998825,2.9200857007,2.8421781166,1.6052085671,3.0313243231,2.7051385140,3.3032969513,2.4231648418,4.7048340572,3.3220089724,2.6664819605,3.1049528169,1.7724604495,3.3208378425,1.7315471323,3.9411703556,2.6051127252,4.0805326299,4.5758476094,4.0520384825,3.4100980289,2.6240793180,3.2916886673,2.5192560403,3.7774666386,-1.1659206820,-0.6707439597,0.7820342549
5.7061269184,5.1061508324,3.9088157183,5.1720027195,4.7143076923,3.7040281816,2.9002276395,3.7972145163,4.7774076281,3.5685886321,2.3376151292,2.8891620002,1.9928061828,3.2480588815,2.8415613149,3.4015977534,3.4690542063,3.5113640765,3.5703212608,3.4596369438,3.6052213702,4.9214807762,3.7494933195,2.6618407017,3.5028659352,1.1314807762,-0.5281592983,-0.5976020928
2.9484759036,4.0383640554,1.8121778811,1.5724478672,3.1816933097,3.0488467105,3.1330035935,1.0458724530,2.3174012470,2.3858973381,3.6903051667,3.0956645161,3.5628406866,3.4394077912,4.6115490300,3.7967034220,3.1321079658,3.1097376617,3.9867124491,4.3308336461,3.2749302999,2.7106318034,2.3862042684,3.6799534381,3.6051709074,-1.0793681966,0.4899534381,-0.5288401589
3.4359928856,5.1045576449,4.5712482441,4.1891178369,3.5783950090,3.9950134998,3.6081180251,3.9714777638,3.4509975064,4.5567504952,2.4292010050,2.8103626475,1.9871016699,3.0612433872,3.7994639471,2.8072426892,2.3798833496,3.1448801094,2.7643310981,2.2781112160,2.9708355751,4.1758623241,3.9164714581,2.8174745313,2.7242140063,0.3858623241,-0.3725254687,-0.1437435431
3.4989955039,3.5206342232,3.9537423643,4.6231872231,3.2386427729,3.8030449105,3.9916764682,3.3509679803,3.0523725263,4.2035907391,2.8000366065,1.4543593355,2.7948224466,3.1692852981,3.4470710230,3.0598243645,3.1740702134,3.5093781534,3.1869933494,3.2779675559,2.3187019834,3.7670404175,3.6803305249,2.7331149420,3.0878226034,-0.0229595825,-0.4568850580,0.0104898902
5.0042385533,5.0531652392,4.1872278521,4.1417795232,4.9122277047,3.8018413565,4.0789342719,4.4790913025,3.4055112988,3.9770047186,2.8124040339,2.5586568886,3.1160981139,3.1647945948,3.9894816502,5.3391573939,5.0255811281,4.9920915243,4.4969921144,3.2197907013,5.0595989914,4.6597277745,3.9484765896,3.1282870563,4.6888686422,0.8697277745,-0.0617129437,-0.0536734612
2.7718010169,4.2535364324,3.2296969375,3.7711295724,4.0820185363,3.6461572671,3.1600495597,2.9796198773,3.6921435227,2.6189864440,1.0227309320,1.5350039215,1.3053454651,2.1791457540,1.3366165274,3.7148306673,4.1509947231,3.4955178856,3.8689319686,3.8301325642,3.4843778591,3.6216364991,3.2193913341,1.4757685200,3.7574642780,-0.1683635009,-1.7142314800,0.2886140133
4.0937842357,4.1830839812,4.3001487319,5.2282095477,3.1604381803,3.0366985795,3.6899328278,3.0167490500,3.4882790346,3.2004324505,2.6640202035,2.1622214396,2.4793524675,2.8403342977,0.9985975600,2.9894606240,3.0223263002,3.0528834188,1.7110939747,2.5327783427,2.6509516002,4.1931329354,3.2864183885,2.2289051937,2.6599157101,0.4031329354,-0.9610948063,-0.3874489704
5.7237827258,5.2700374923,3.6571141502,5.0673657739,4.4823749359,4.4759661950,5.0639695337,4.9202730978,4.4804222246,4.5506320210,2.5730763974,2.2043579979,2.1292153866,2.8044334594,2.7974507313,4.2683337526,4.7807521248,3.1931403296,4.2123301408,3.9937020270,4.2263056984,4.8401350156,4.6982526144,2.5017067945,4.1124273455,1.0501350156,-0.6882932055,-0.7228007961
3.4086037702,4.0377652763,4.3007029981,4.2364721394,3.0368396800,3.6030062589,3.6281510024,3.4700734481,3.4312851074,4.5154625418,3.3837908887,3.9121124893,2.2007487528,2.6085019878,3.1800344938,4.4922057735,4.7449391425,4.6457664443,3.2910740664,4.2343206417,4.2689401009,3.8040767728,3.7295956717,3.0570377225,4.2795410282,0.0140767728,-0.1329622775,-0.0018716798
3.5487171436,3.6006975230,4.2595991291,4.4693990554,3.8618010727,3.7603936379,3.8717629748,3.0076529272,3.4332729853,4.7892000136,2.8302802040,3.8448589907,2.2052833796,3.0917796134,2.1227167860,3.2412221139,3.1601701339,3.8302365814,2.7021061296,3.6475370925,3.2931351106,3.9480427847,3.7724565078,2.8189837947,3.3124011937,0.1580427847,-0.3710162053,-0.0586364343
4.2490478850,3.8221536369,4.0066383962,3.2880934603,4.7092272726,4.7657262763,3.6296986511,2.9266894018,4.2464408596,3.2835105460,2.5250816431,2.6816691280,1.9647993684,1.9883372071,0.4912297235,3.7378681683,2.7714450627,4.0327527556,3.9958159599,4.6926772322,4.5094517710,4.0150321302,3.7704131470,1.9302234140,3.9566684916,0.2250321302,-1.2597765860,-0.2834902087
3.6234544977,3.3178430111,2.0967210900,3.3305325619,3.4833216940,3.4617237448,2.6789646742,2.4918518638,2.6514862951,3.3072281424,4.1449448204,4.2798335527,2.4945310622,4.2582068614,4.5331587598,2.9467808760,3.5164791712,4.1738095101,1.9484290353,3.0900769782,3.3014913205,3.1703745709,2.9182509441,3.9421350113,3.1628444819,-0.6196254291,0.7521350113,-0.4660419791
3.4565304347,2.5102921400,2.7221942817,4.3633675179,2.4269794106,2.9821000170,2.5783817979,2.4336078912,3.0742858644,2.9870886495,4.3368225147,2.8846742470,4.3404395257,3.7877679081,4.7116391050,3.5389809033,2.5338473856,2.6618746962,2.4717268394,3.0812234209,3.3845699240,3.0958727570,2.8110928440,4.0122686601,2.9453705282,-0.6941272430,0.8222686601,-0.5707590780
3.3944287872,4.1963369937,4.8617537067,3.9516623479,4.2082574443,4.2356490183,3.9964287199,4.2004290003,3.9919192949,4.8320412842,3.2822412818,3.3947680660,2.6312573004,2.0834225130,3.1584033262,5.2462242927,5.3134692890,5.6539078173,4.9183404743,4.9099823197,4.8559026109,4.1224878560,4.2512934635,2.9100184975,5.1496378006,0.3324878560,-0.2799815025,-0.0930904495
5.4934981192,3.9569353093,4.6628324485,4.7685851650,4.9015764652,4.8092629316,5.2566824428,5.0781147984,4.5398371842,4.1921916440,3.0320913887,2.8912408169,2.8037490855,3.1014727885,3.4810659284,5.7261993584,4.9027330908,5.1673881672,5.4314570606,4.7329046220,4.9472513261,4.7566855014,4.7752178002,3.0619240016,5.1513222708,0.9666855014,-0.1280759984,-0.1238092107
4.2127248427,4.5965768770,5.8530714188,4.8527491620,5.4787574341,4.2987169976,3.9407241228,4.7452661454,3.7428932707,4.3251782108,3.8597848978,2.8654689467,3.6166934554,2.0088627861,2.9426640418,4.4069677198,3.7406637456,4.6068498104,4.2439540710,4.3658798793,5.1411245761,4.9987759469,4.2105557495,3.0586948256,4.4175733004,1.2087759469,-0.1313051744,-0.1587185366
3.7347083116,3.7943472868,3.6802821808,4.3282288214,3.4214249461,2.8402508838,3.1627468739,2.9753251693,3.2320948291,3.3801792835,5.1668397101,4.2130873582,4.0849442549,3.9674292840,3.9944470395,2.1223534684,3.5711399911,2.8589482389,2.8320233922,2.9989601954,1.6501256439,3.7917983094,3.1181194079,4.2853495293,2.6722584883,0.0017983094,1.0953495293,0.0019697773
4.3126250876,3.4360492644,4.7985139403,3.8608272288,4.7708484859,4.1517267283,4.4466252387,4.7995515465,3.7865775564,4.4232313464,3.3317758685,2.6397439074,3.7305943243,3.4439921061,2.8555234901,4.8597354660,5.0163700091,4.7218854764,4.5513405803,4.8329013198,5.5252908135,4.2357728014,4.3215424832,3.2003259393,4.9179206108,0.4457728014,0.0103259393,0.0046030229
4.7036547406,4.4685269912,4.3445887417,3.9480958782,4.0762788258,3.3734139326,3.3747352846,4.0544811699,3.7577493233,4.1685758851,3.5764483795,2.6839526654,4.4852365871,2.0351945478,3.4072490972,3.9097710792,3.6314657462,3.6419267657,3.9339190817,3.1350440871,3.6036472250,4.3082290355,3.7457911191,3.2376162554,3.6426289975,0.5182290355,0.0476162554,0.0246761261
2.5886027091,3.2879605289,3.1150917345,2.7583867622,3.4094195187,2.2856559675,2.4288081706,2.0754799747,2.5819526395,2.3803286853,3.4989524596,3.1517660018,1.2549017314,2.6176689840,2.6671178283,2.6764044919,3.2835827861,2.7979284656,3.0878332131,3.4938122337,2.2766363891,3.0318922507,2.3504450875,2.6380814010,2.9360329299,-0.7581077493,-0.5519185990,0.4184137669
4.3283960207,1.9655989924,3.2180911870,4.5049431662,4.0917278771,3.5714069317,4.2406678508,2.9314722671,3.2114396799,3.1273529013,4.2476431752,3.6785474096,4.0285940280,4.7785254765,3.5371657563,3.4542411878,4.0810604593,2.2920766769,2.9960408342,4.3330189600,4.3205436108,3.6217514487,3.4164679261,4.0540951691,3.5794969548,-0.1682485513,0.8640951691,-0.1453827604
2.8971186770,3.5265128072,3.6751861808,3.6345673321,2.5992370723,2.9432545570,2.8752908427,3.0447257174,2.8754504680,2.9519441293,3.5228639474,2.0604837199,2.7519587266,2.7026866165,4.1394054638,3.1961232315,3.7998561276,3.0526522253,2.6041455664,3.2340954314,3.2980959032,3.2665244139,2.9381331429,3.0354796948,3.1974947476,-0.5234755861,-0.1545203052,0.0808876073
3.7814366476,4.4622110105,4.2145827141,4.3185554467,2.8540225427,4.4817989794,3.6875060888,3.7026493817,3.4038355217,4.8247183033,3.9249770876,1.9422806459,2.8116031419,2.4793773343,2.9857415229,3.3466713467,2.9326666343,3.6489172118,2.4988213304,2.6134776583,3.0827432141,3.9261616723,4.0201016550,2.8287959465,3.0205495659,0.1361616723,-0.3612040535,-0.0491821480
3.2474456653,2.6833326976,2.2814632449,2.4550456229,2.2661369379,2.2610647576,2.8303865138,2.4529593366,1.9721840210,2.4811881045,3.9888475975,4.5893224462,4.4560130858,5.0225777926,3.2305716519,2.7068110190,2.6639693258,3.8987362277,2.4223551650,3.2271419556,2.7667427267,2.5866848337,2.3995565467,4.2574665148,2.9476260700,-1.2033151663,1.0674665148,-1.2844986467
4.4165164794,3.1917961988,3.8932167370,3.2667587467,3.1197833742,2.7405270565,2.9286733423,3.4569271061,3.7688188281,3.4888212226,3.5231429973,2.4086013758,1.8033249666,3.0597685858,2.4006750264,4.3201013518,4.2744129040,4.9801785024,4.6409361321,5.3812560515,4.8328714609,3.5776143072,3.2767535111,2.6391025904,4.7382927338,-0.2123856928,-0.5508974096,0.1170027280
4.3335386376,4.9676834076,3.9306570224,3.3335754751,4.6963548948,4.6467720116,4.3571079229,3.3353367977,4.4023520684,4.1165654548,2.7955780455,0.9581984272,1.5837019694,2.3165495020,1.3342886929,2.7298256680,4.6196932376,4.4398564434,5.3140693212,3.7171986063,3.7987445144,4.2523618875,4.1716268511,1.7976633274,4.1032312985,0.4623618875,-1.3923366726,-0.6437634120
3.3627482318,4.1020649801,4.8367309793,4.3900637307,4.3511324446,3.3391308574,3.0310120430,2.6407311618,2.4231315165,2.8238362598,2.7391655121,4.3468845953,3.1739126323,3.0715425085,2.7526364248,2.9823930355,3.5690944459,4.1290978093,3.9716906418,3.7711605236,4.5373164980,4.2085480733,2.8515683677,3.2168283346,3.8267921590,0.4185480733,0.0268283346,0.0112289478
1.2916703327,2.5630193587,3.0194671614,2.7150946574,2.7792200067,1.9528899352,1.6744670343,1.8796630638,1.8505987042,1.0230854139,3.7448291380,3.8632976023,3.9770534013,3.8848543610,3.6784827876,2.3583469261,2.3631940785,2.5461455859,2.2346124006,2.3034764383,2.2125003118,2.4736943034,1.6761408303,3.8297034580,2.3363792902,-1.3163056966,0.6397034580,-0.8420453060
3.2932597758,4.4987091004,3.2311004601,3.5598999616,3.1016672586,3.1757976154,2.5215355101,3.2981956685,2.9291382088,3.6865346635,5.6027025866,3.9934732887,3.4216435758,5.1449864333,4.9366379590,2.3810730697,3.2551701211,3.1925962316,2.1817121145,2.8107607299,2.5195245855,3.5369273113,3.1222403333,4.6198887687,2.7234728087,-0.2530726887,1.4298887687,-0.3618657952
4.2821425801,4.3461431468,3.8795670768,3.7237459343,3.9508022728,3.3951578173,2.6108326167,2.7613780576,3.1989216909,2.5350573568,1.9518489280,1.7842627134,3.1846024242,3.1373175364,2.2545578589,4.6835823584,3.7450091673,3.9946359284,4.2405191852,4.4687912150,3.6330208902,4.0364802022,2.9002695079,2.4625178922,4.1275931241,0.2464802022,-0.7274821078,-0.1793099370
6.4032281013,3.5503418867,4.7240815207,5.3452566163,5.0229412546,5.5883581691,3.8892573908,4.8854999189,5.2798076282,4.2641143267,2.3186609054,2.6592180891,1.5744622844,2.5356712145,3.1712808415,3.7762316933,3.3499173454,3.8717283444,4.0895682385,4.6332879415,3.8902527561,5.0091698759,4.7814074867,2.4518586670,3.9351643865,1.2191698759,-0.7381413330,-0.8999196774
3.4529489388,3.7312753577,3.3695689944,3.0777004248,3.3611311858,3.9315240742,2.9625524655,3.1825047795,3.1819118820,3.2121017792,2.5335072182,2.8427915764,3.0324119762,2.5073249158,2.0314271939,4.1183366786,3.4271377277,4.1929769742,4.9268376478,3.4995099843,3.9887657843,3.3985249803,3.2941189961,2.5894925761,4.0255941328,-0.3914750197,-0.6005074239,0.2350836556
