ParticipantID,AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI_Mean,TC_Mean,PC_Mean,PS_Mean
220,4,4,5,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,5,4,4,4.2,4.0,2.8,4.166666666666667
221,3,3,2,3,3,2,1,2,2,2,4,5,4,4,4,3,3,3,3,3,3,2.8,1.8,4.2,3.0
222,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4.0,4.0,4.0,3.5
223,4,4,4,4,4,3,4,3,3,4,4,4,3,5,4,3,4,3,4,3,3,4.0,3.4,4.0,3.3333333333333335
224,3,4,4,4,4,3,4,4,3,3,3,3,4,4,5,3,3,3,3,3,3,3.8,3.4,3.8,3.0
225,4,5,5,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,4,4.4,4.0,3.2,3.3333333333333335
226,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3.8,3.2,3.0,3.6666666666666665
227,4,4,4,3,5,3,4,3,3,4,4,3,4,3,3,4,5,4,5,4,4,4.0,3.4,3.4,4.333333333333333
228,3,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,3.8,3.8,4.2,3.8333333333333335
229,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,4,4,4.0,3.8,3.4,3.8333333333333335
230,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3.4,3.0,3.2,3.8333333333333335
231,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,4,3.0,3.2,2.8,3.3333333333333335
232,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3.2,2.8,3.0,3.1666666666666665
233,3,4,3,3,3,2,2,2,3,2,4,4,4,4,4,4,3,3,4,3,3,3.2,2.2,4.0,3.3333333333333335
234,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,5,4,4,4,4,5,4.0,4.0,1.4,4.333333333333333
235,5,5,5,5,4,5,5,5,5,4,2,3,3,4,3,5,5,5,5,4,4,4.8,4.8,3.0,4.666666666666667
236,5,5,5,4,5,5,5,5,5,5,3,2,2,3,2,4,4,5,4,4,5,4.8,5.0,2.4,4.333333333333333
237,2,2,2,3,2,3,2,2,2,3,4,4,4,3,4,4,4,4,4,3,4,2.2,2.4,3.8,3.8333333333333335
238,4,3,4,3,3,4,4,4,3,4,3,3,2,3,3,4,4,4,4,4,5,3.4,3.8,2.8,4.166666666666667
239,5,5,5,5,5,4,4,5,5,4,3,3,3,3,3,5,5,5,4,4,5,5.0,4.4,3.0,4.666666666666667
240,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,3,4,4,4,3,3,3.8,3.6,3.6,3.5
241,4,4,3,4,4,3,3,3,3,4,3,4,4,5,4,3,3,3,4,4,4,3.8,3.2,4.0,3.5
242,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,5,4,4,5,5,5,4.4,4.0,3.8,4.666666666666667
243,4,3,3,3,4,3,4,3,4,4,2,2,2,2,2,4,4,4,4,4,4,3.4,3.6,2.0,4.0
244,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3.0,3.2,3.0,3.6666666666666665
245,4,4,3,4,4,3,3,3,4,3,1,1,2,1,2,4,5,4,5,5,5,3.8,3.2,1.4,4.666666666666667
246,3,3,4,3,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3.2,3.4,3.4,3.8333333333333335
247,4,4,3,4,4,3,4,4,4,3,3,3,2,2,3,3,3,3,4,3,3,3.8,3.6,2.6,3.1666666666666665
248,4,3,5,4,4,5,4,4,4,5,3,3,3,2,2,4,4,4,4,3,3,4.0,4.4,2.6,3.6666666666666665
249,4,3,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,5,4,3.6,4.0,3.2,4.166666666666667
250,3,3,3,3,3,3,3,3,3,2,4,5,4,4,4,3,3,3,3,3,4,3.0,2.8,4.2,3.1666666666666665
251,3,3,3,3,3,3,3,3,4,3,3,5,4,4,4,3,3,4,3,3,3,3.0,3.2,4.0,3.1666666666666665
252,4,4,4,3,3,4,4,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3.6,3.6,3.4,3.1666666666666665
253,4,4,4,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3.8,3.2,3.2,2.8333333333333335
254,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2,2,2,2,2,3,3.0,3.0,3.6,2.1666666666666665
255,4,4,4,4,4,3,4,4,4,4,3,2,3,3,3,5,4,4,5,4,4,4.0,3.8,2.8,4.333333333333333
256,4,4,4,4,4,3,3,2,3,3,2,3,3,3,3,4,4,4,4,4,3,4.0,2.8,2.8,3.8333333333333335
257,3,3,3,3,3,3,2,2,3,3,4,4,5,4,5,3,3,3,3,3,4,3.0,2.6,4.4,3.1666666666666665
258,3,3,3,3,3,3,4,3,3,3,4,3,2,3,2,3,4,4,4,3,4,3.0,3.2,2.8,3.6666666666666665
259,4,4,4,4,4,3,3,3,4,4,4,3,4,4,3,5,4,4,4,3,4,4.0,3.4,3.6,4.0
260,4,4,5,4,5,4,3,5,4,4,2,2,2,2,1,4,5,4,4,4,4,4.4,4.0,1.8,4.166666666666667
261,3,3,3,3,3,3,2,2,2,3,4,3,3,4,3,3,2,3,3,3,3,3.0,2.4,3.4,2.8333333333333335
262,4,4,3,4,3,5,4,5,4,4,4,4,3,3,3,4,4,4,4,3,4,3.6,4.4,3.4,3.8333333333333335
263,4,3,3,3,3,3,3,4,3,2,5,4,4,5,5,4,4,4,4,3,4,3.2,3.0,4.6,3.8333333333333335
264,4,3,3,3,3,4,3,4,4,4,3,3,3,3,4,4,3,3,4,4,4,3.2,3.8,3.2,3.6666666666666665
265,4,4,4,4,5,4,4,4,4,5,4,4,4,4,3,4,4,4,3,4,4,4.2,4.2,3.8,3.8333333333333335
266,3,3,3,3,3,2,3,3,3,3,2,1,2,2,2,3,3,3,3,4,3,3.0,2.8,1.8,3.1666666666666665
267,3,4,4,4,3,3,3,4,4,3,2,3,2,3,3,4,5,4,4,5,4,3.6,3.4,2.6,4.333333333333333
268,5,4,5,5,4,5,4,4,4,4,4,2,3,3,3,4,4,5,4,4,4,4.6,4.2,3.0,4.166666666666667
269,4,3,3,3,4,3,4,4,4,4,2,2,3,2,2,3,3,3,3,4,3,3.4,3.8,2.2,3.1666666666666665
270,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4,4,4,4,4,4,5.0,5.0,2.0,4.0
271,5,5,4,5,4,3,3,3,4,4,3,3,3,3,2,4,4,4,4,4,4,4.6,3.4,2.8,4.0
272,4,4,3,3,3,4,3,4,4,4,3,3,3,4,3,4,3,4,2,3,3,3.4,3.8,3.2,3.1666666666666665
273,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4.2,4.0,3.0,3.8333333333333335
274,4,4,4,3,4,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3.8,3.6,3.4,3.0
275,4,4,4,4,3,3,3,4,4,3,2,2,1,2,2,3,4,3,3,3,4,3.8,3.4,1.8,3.3333333333333335
276,3,3,3,3,3,3,3,2,3,3,2,2,2,1,2,2,2,3,2,3,2,3.0,2.8,1.8,2.3333333333333335
277,3,3,3,3,2,3,2,3,3,4,3,3,3,3,2,3,4,3,3,3,4,2.8,3.0,2.8,3.3333333333333335
278,5,5,5,4,4,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4.6,5.0,3.8,4.0
279,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,3,4,4,4,3,3,3.8,3.2,3.6,3.5
280,3,3,3,2,3,2,2,2,2,2,5,4,4,4,5,3,3,3,3,3,3,2.8,2.0,4.4,3.0
281,3,3,4,3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3.2,3.6,4.0,3.0
282,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,2.8,3.0,3.0
283,4,5,4,4,4,4,3,4,4,4,3,3,4,3,3,4,4,4,4,3,4,4.2,3.8,3.2,3.8333333333333335
284,3,3,3,3,3,2,3,2,2,3,4,4,4,4,4,3,3,4,3,3,3,3.0,2.4,4.0,3.1666666666666665
285,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,4,3,3,3,3,3.0,2.4,2.8,3.1666666666666665
