ParticipantID,AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI_Mean,TC_Mean,PC_Mean,PS_Mean
221,5,5,5,5,5,5,4,4,5,5,3,2,2,3,3,4,4,5,4,4,4,5.0,4.6,2.6,4.166666666666667
222,4,5,4,5,5,3,3,3,4,3,3,3,3,3,3,4,5,4,5,5,5,4.6,3.2,3.0,4.666666666666667
223,5,5,5,5,4,5,4,5,5,5,3,3,3,3,3,5,5,5,5,5,5,4.8,4.8,3.0,5.0
224,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,4,4,5,4,5.0,5.0,3.0,4.5
225,4,4,3,4,4,4,4,4,4,4,3,2,2,2,2,5,5,5,5,5,5,3.8,4.0,2.2,5.0
226,4,3,4,4,4,4,4,4,4,4,5,5,4,4,5,3,3,4,4,4,4,3.8,4.0,4.6,3.6666666666666665
227,4,3,4,3,3,4,4,3,4,3,3,3,4,3,4,4,3,4,3,3,4,3.4,3.6,3.4,3.5
228,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4.0,3.0,4.0,3.8333333333333335
229,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,4,4,5,4,4.0,4.0,3.0,4.333333333333333
230,3,3,3,3,3,2,2,2,2,3,4,3,3,3,3,3,4,4,3,4,3,3.0,2.2,3.2,3.5
231,3,4,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,4,3,4,3.2,3.4,3.4,3.6666666666666665
232,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4,3,4,4,3,4,5.0,5.0,2.0,3.6666666666666665
233,5,5,5,5,5,4,4,5,5,5,2,2,2,2,3,3,4,4,4,4,4,5.0,4.6,2.2,3.8333333333333335
234,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,3.8,4.0,4.0
235,4,5,5,4,4,5,4,5,5,4,3,3,3,3,3,4,5,4,4,4,4,4.4,4.6,3.0,4.166666666666667
236,4,4,4,4,4,5,4,4,4,4,3,2,3,2,3,4,4,4,5,4,4,4.0,4.2,2.6,4.166666666666667
237,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3.8,4.0,3.2,4.0
238,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,5,4,4,3.2,3.0,2.8,4.166666666666667
239,4,4,4,4,4,4,3,4,3,3,2,2,2,3,2,4,4,4,4,4,4,4.0,3.4,2.2,4.0
240,3,4,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3.6,2.8,3.0,3.1666666666666665
241,4,4,4,5,5,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4.4,3.0,4.0,4.166666666666667
242,4,5,4,5,4,5,5,5,5,5,2,2,2,3,2,5,5,5,5,5,5,4.4,5.0,2.2,5.0
243,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4.0,3.0,3.8,4.0
244,4,5,4,5,4,4,4,4,4,4,3,3,3,3,4,5,5,5,5,5,4,4.4,4.0,3.2,4.833333333333333
245,4,4,3,4,3,3,3,3,4,3,4,3,3,3,4,4,4,5,5,5,5,3.6,3.2,3.4,4.666666666666667
246,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,5,5,4,3.8,4.0,3.6,4.5
247,4,4,4,4,5,4,5,4,5,4,2,2,1,2,2,5,5,5,5,5,5,4.2,4.4,1.8,5.0
248,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3.2,2.0,3.0,3.1666666666666665
249,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4.0,4.0,3.8,4.333333333333333
250,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3.0,3.0,3.0,3.1666666666666665
251,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4.0,3.2,3.0,4.0
252,3,3,3,2,3,3,3,2,3,2,5,5,5,5,5,2,2,3,2,3,3,2.8,2.6,5.0,2.5
253,5,5,4,4,4,5,4,4,4,5,4,3,4,4,3,4,4,4,4,4,3,4.4,4.4,3.6,3.8333333333333335
254,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,3.4,3.8,4.0,4.5
255,3,3,3,4,3,3,3,4,3,3,4,4,3,4,4,5,4,4,5,4,4,3.2,3.2,3.8,4.333333333333333
256,5,5,5,5,5,4,5,4,5,4,3,3,3,3,3,5,5,5,5,5,5,5.0,4.4,3.0,5.0
257,5,4,4,4,5,5,5,5,5,5,4,3,4,4,4,4,5,5,4,5,4,4.4,5.0,3.8,4.5
258,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3.0,3.0,4.0,3.0
259,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4.0,3.4,3.0,3.3333333333333335
260,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,3.4,3.0,3.4,3.8333333333333335
261,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,5,4,4,3.6,4.0,3.0,4.166666666666667
262,3,3,4,4,3,3,3,3,3,4,4,3,4,3,3,4,4,5,4,4,4,3.4,3.2,3.4,4.166666666666667
263,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,3,3,4,4,4.0,3.2,3.2,3.6666666666666665
264,4,4,4,4,4,3,4,4,4,3,3,2,3,3,2,4,4,4,4,4,4,4.0,3.6,2.6,4.0
265,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4.0,3.2,3.2,3.0
266,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,5,4,4,5,4,5,4.0,3.8,3.8,4.5
267,3,4,3,3,3,2,2,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3.2,2.6,3.4,3.1666666666666665
268,4,4,5,4,5,4,4,4,5,5,3,3,3,3,3,3,4,4,4,4,4,4.4,4.4,3.0,3.8333333333333335
269,3,4,4,3,3,3,3,3,2,3,4,4,5,5,5,3,4,3,3,3,3,3.4,2.8,4.6,3.1666666666666665
270,4,4,4,4,5,4,5,5,5,5,2,2,3,3,3,4,4,5,5,4,5,4.2,4.8,2.6,4.5
271,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4.0,3.8,3.0,3.8333333333333335
272,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,5,4.2,4.0,3.0,5.0
273,4,4,4,4,4,5,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4.0,4.2,3.2,4.0
274,5,4,4,4,4,4,5,4,4,5,3,3,2,3,3,4,4,4,4,5,4,4.2,4.4,2.8,4.166666666666667
275,5,4,5,4,5,4,4,4,4,4,2,2,2,2,2,3,2,3,3,3,3,4.6,4.0,2.0,2.8333333333333335
276,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,3,4,4,3,4.0,3.4,3.0,3.5
277,3,3,3,3,3,2,3,2,2,3,2,1,2,2,2,3,3,3,3,3,3,3.0,2.4,1.8,3.0
278,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,2.6,3.0,3.0
279,4,4,4,5,4,3,4,4,4,4,2,2,2,2,3,5,5,5,5,5,5,4.2,3.8,2.2,5.0
280,3,4,4,3,3,3,3,3,3,3,5,4,4,4,5,4,3,3,3,3,3,3.4,3.0,4.4,3.1666666666666665
281,3,3,2,3,2,3,3,2,3,3,4,4,4,4,3,5,4,5,4,5,4,2.6,2.8,3.8,4.5
282,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,3.8,3.8,3.0,4.0
283,2,2,2,2,2,2,2,2,2,1,5,5,4,5,5,3,2,3,2,3,3,2.0,1.8,4.8,2.6666666666666665
284,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,3.2,3.0,3.4,3.5
285,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,3,3.0,3.0,3.6,3.5
